feature	component	loading	boot_mean	boot_sd	stability
TraesCAD_scaffold_023340_01G000200	1	0.0340382481349033	0.0338678278332777	0.000732835242585951	1
TraesCAD_scaffold_077961_01G000300	1	0.0341057245829805	0.0339205292464021	0.00102813028711492	1
TraesCAD_scaffold_032566_01G000200	1	0.0274647526170227	0.0275775230888591	0.00154745541615847	1
TraesCAD_scaffold_008273_01G000600	1	0.0190688018250066	0.0192029147125948	0.0020334442979426	1
TraesCAD_scaffold_086440_01G000400	1	0.0229330574001576	0.0230134886607478	0.00239412383113979	1
TraesCAD_scaffold_063102_01G000100	1	0.0325726011412076	0.0324557571048383	0.00150531775271676	1
TraesCAD_scaffold_062596_01G000100	1	-0.0253980591314723	-0.0249202812133479	0.0023490495418156	1
TraesCAD_scaffold_015878_01G000100	1	0.0331884791926783	0.0330038991765127	0.00117147431621738	1
TraesCAD_scaffold_015592_01G000200	1	0.0328469911009648	0.032750415147194	0.000878861363595802	1
TraesCAD_scaffold_042143_01G000100	1	0.0314360615639471	0.0313877175407156	0.000966786785535193	1
TraesCAD_scaffold_011934_01G000200	1	0.0349907373639911	0.0348593517009868	0.00105131251031723	1
TraesCAD_scaffold_128037_01G000100	1	0.0347257803027834	0.0344715127023711	0.00132656367369128	1
TraesCAD_scaffold_059186_01G000100	1	0.0325208919534069	0.0325952068974409	0.00122997369416087	1
TraesCAD_scaffold_034454_01G000200	1	0.0331716682003006	0.0331301403782681	0.00113001064044672	1
TraesCAD_scaffold_013846_01G000100	1	0.0309602639343253	0.0310295652968579	0.000787884697294897	1
TraesCAD_scaffold_140315_01G000100	1	0.0305236700702297	0.030539693786809	0.00236862793874356	1
TraesCAD_scaffold_038159_01G000100	1	0.0322563848317761	0.0322337497467493	0.00121052658965324	1
TraesCAD_scaffold_233991_01G000100	1	0.0139274441858329	0.0139042168936133	0.006720390605354	0.99
TraesCAD_scaffold_013984_01G000100	1	-0.0151047392109461	-0.0157009172085896	0.00415452780443912	1
TraesCAD_scaffold_066027_01G000100	1	0.0314066192974539	0.0312485234076776	0.00113326401950622	1
TraesCAD_scaffold_047533_01G000200	1	0.0337541205473977	0.0335668214525559	0.000887122427398203	1
TraesCAD_scaffold_045339_01G000400	1	0.0327868654703563	0.0325075794111588	0.00154447109795107	1
TraesCAD_scaffold_054974_01G000300	1	0.0284102445045285	0.0284922840146854	0.00151660664902352	1
TraesCAD_scaffold_061607_01G000200	1	-0.0332556541173345	-0.0333826236388128	0.00193395250621669	1
TraesCAD_scaffold_038067_01G000100	1	0.0265251423368233	0.0267795572850969	0.00146434615829078	1
TraesCAD_scaffold_002580_01G000100	1	-0.0091313982545369	-0.0087810653076645	0.00221173754532475	1
TraesCAD_scaffold_011435_01G000300	1	0.0017020094613322	0.00181310609290368	0.00193515427245424	0.83
TraesCAD_scaffold_094530_01G000100	1	0.0286749334872487	0.0287041481663962	0.00126823449487117	1
TraesCAD_scaffold_151181_01G000100	1	0.0301313236329701	0.0301369774099936	0.00101459217204997	1
TraesCAD_scaffold_045801_01G000100	1	0.0309911995455054	0.0311725832109348	0.00228979563783162	1
TraesCAD_scaffold_074499_01G000100	1	0.0278422388814708	0.0278209962694778	0.00198673065508788	1
TraesCAD_scaffold_062003_01G000100	1	0.0323355225044932	0.0319580458520068	0.00125765730150068	1
TraesCAD_scaffold_067998_01G000300	1	0.0309615365470066	0.0309134755715808	0.0011588563943908	1
TraesCAD_scaffold_708645_01G000100	1	0.0152080864754186	0.0153856578492274	0.00427365689730393	1
TraesCAD_scaffold_051056_01G000100	1	0.0296233066946495	0.0298307318253856	0.00123587053263209	1
TraesCAD_scaffold_002407_01G000200	1	0.0296031148323508	0.0297188935174891	0.00122865892555595	1
TraesCAD_scaffold_003127_01G000900	1	0.0321395553278893	0.0319963796984667	0.00143752907179781	1
TraesCAD_scaffold_131134_01G000100	1	0.0332677423848669	0.0330462001475256	0.00118132167244471	1
TraesCAD_scaffold_060732_01G000200	1	0.0324517731491496	0.0323198250417277	0.000772408713462032	1
TraesCAD_scaffold_010548_01G000100	1	0.031201953847513	0.0313022893318705	0.00152542008441902	1
TraesCAD_scaffold_000238_01G000400	1	0.0018482644641279	0.00184836400039013	0.00140104510725916	0.91
TraesCAD_scaffold_128037_01G000200	1	0.0295141131053169	0.0295706769256173	0.00102814252509844	1
TraesCAD_scaffold_006544_01G000100	1	0.0315102723715992	0.0313549248952791	0.0010552534984063	1
TraesCAD_scaffold_021828_01G000800	1	0.030898348592309	0.0309440319557395	0.00114431657065852	1
TraesCAD_scaffold_011627_01G000200	1	0.0310520065370796	0.0309780554561745	0.00171295719736299	1
TraesCAD_scaffold_014697_01G000100	1	0.0298672033995847	0.0299368582716228	0.00158922950665953	1
TraesCAD_scaffold_037031_01G000100	1	0.0105122747730925	0.0105128528197069	0.00219296553174526	1
TraesCAD_scaffold_008979_01G000200	1	0.0332194987481961	0.0330868966142853	0.000713907346864412	1
TraesCAD_scaffold_054515_01G000200	1	-0.0114600937496171	-0.0110254444021698	0.00230528563134499	1
TraesCAD_scaffold_018257_01G000200	1	0.0279020258204315	0.0274975185436297	0.00196075650465958	1
TraesCAD_scaffold_066422_01G000200	1	0.0137295360904194	0.0134242792666757	0.00328210064044511	1
TraesCAD_scaffold_011934_01G000300	1	0.0298805091933852	0.0299702237570655	0.000887166829670921	1
TraesCAD_scaffold_069922_01G000100	1	0.0300735982163839	0.029953300366513	0.00123329165880459	1
TraesCAD_scaffold_044171_01G000200	1	-0.0314790409970704	-0.0310658341670032	0.00210861609454791	1
TraesCAD_scaffold_054144_01G000500	1	0.0337928747404667	0.0335599941307536	0.00074814449911298	1
TraesCAD_scaffold_013519_01G000100	1	-0.0122165958849739	-0.0118916555703562	0.00201475842472132	1
TraesCAD_scaffold_114552_01G000100	1	0.00294827341761332	0.0026954351182653	0.00647582771169962	0.655
TraesCAD_scaffold_018513_01G000500	1	0.0289834866565007	0.0291046593763863	0.00125954223688009	1
