feature	loading	boot_mean	boot_sd	stability
TraesNOR1A03G00037140	0.103982265571014	0.0220187871015975	0.829117197022276	0.53
TraesNOR1A03G00037320	1.18211780132829	0.0597839898168158	0.856290948277765	0.5
TraesNOR1A03G00037620	-0.112471137240109	-0.175218032871411	0.84185455197344	0.58
TraesNOR1A03G00038460	1.93464740153325	0.0823265709596718	0.826916362259985	0.54
TraesNOR1A03G00038470	-0.13000098730066	0.0799276747404584	0.726651945036435	0.4
TraesNOR1A03G00040500	1.20375335384229	-0.00486151114913057	0.828156727302355	0.55
TraesNOR1A03G00041560	-0.917703516728151	-0.0410027930080085	0.907081960295476	0.54
TraesNOR1A03G00042390	0.0553692900557894	-0.0905419079346528	0.855794270240574	0.47
TraesNOR1A03G00044040	-0.483987759916284	0.0398703377519434	0.862845543632092	0.43
TraesNOR1A03G00044350	-1.61916941477528	-0.040007893750699	0.995523550720665	0.59
TraesNOR1A03G00046700	-1.42592401310681	0.142870325831976	0.69265085281546	0.4
TraesNOR1A03G00049530	0.515995278286568	-0.0020377111527344	0.744533634164741	0.54
TraesNOR1A03G00049880	-2.69100684726568	-0.000570616959537482	0.827513200089194	0.47
TraesNOR1A03G00052390	-0.464798351846918	-0.0203091703181949	0.893307986395254	0.52
TraesNOR1A03G00055860	-0.0362657430711526	0.0251130045937128	0.81732293543344	0.5
TraesNOR1A03G00056240	-1.19095007887675	-0.130465090443367	0.786512622454804	0.54
TraesNOR1A03G00056280	-0.197525097153876	0.131984338263946	0.927501961607316	0.48
TraesNOR1A03G00066190	-0.171908586608318	0.112806271591456	0.918270709481889	0.47
TraesNOR1A03G00070550	0.61363994894037	-0.044518423562076	0.944791842586354	0.5
TraesNOR1A03G00071920	-0.980140379244265	0.0707504804128484	0.901052771795876	0.48
TraesNOR1A03G00072290	0.35445290324056	-0.0155921587633478	0.81088355712144	0.44
TraesNOR1A03G00073190	-1.7387309450634	0.00242221413778417	0.875319398799826	0.54
TraesNOR1A03G00073270	-1.65744889695706	0.0672752186902322	0.827295393814068	0.47
TraesNOR1A03G00074400	-0.220532965641589	0.111337520673317	0.816261365780197	0.38
TraesNOR1A03G00075010	0.105638996828124	0.13016481085981	0.771732667701869	0.6
TraesNOR1A03G00075350	-0.820006349458022	0.0260102739803877	0.84670539128048	0.55
TraesNOR1A03G00075900	0.484743305844954	-0.0115414339243082	0.694012941901755	0.55
TraesNOR1A03G00079470	-1.0058959790537	-0.005214194368453	0.811181538786227	0.56
TraesNOR1A03G00081070	0.507674285106147	0.000591101124583678	0.858688087386725	0.46
TraesNOR1A03G00081560	-0.384225819914191	0.0131699987918299	0.820106394063314	0.51
TraesNOR1A03G00082100	0.907097836640513	0.0346002690160139	0.799430640763624	0.54
TraesNOR1A03G00082680	0.043036834974955	-0.00376527877568652	0.752762046954191	0.51
TraesNOR1A03G00083040	0.706458353227531	0.00184255052751198	0.803881530450318	0.46
TraesNOR1A03G00083070	0.28467208663344	0.116888425598516	0.88126657117663	0.56
TraesNOR1A03G00083110	-0.0356594370757256	0.0320548674374075	0.878606744675854	0.5
TraesNOR1A03G00085070	-0.0355004674932135	-0.254597371193547	0.775066531373372	0.66
TraesNOR1A03G00085200	0.685109148883266	0.0097892264259966	0.899434771605397	0.46
TraesNOR1A03G00085870	-0.0038273642676519	0.000523215670883516	0.98384454581873	0.47
TraesNOR1A03G00086180	-0.00158665743559252	0.111221190559732	0.920123504832427	0.48
TraesNOR1A03G00087010	3.01922068717485	-0.0646774854504278	0.862105286186429	0.44
TraesNOR1A03G00088830	1.81957715768632	-0.00555118990124021	0.839739989774463	0.51
TraesNOR1A03G00090890	-0.103725728247847	-0.0500248252361355	0.869732513285993	0.52
TraesNOR1A03G00091430	-0.8871387314421	-0.147029890047278	0.801067684388258	0.54
TraesNOR1A03G00091510	1.18636168597046	-0.0305662854592268	0.760814942650737	0.45
TraesNOR1A03G00091890	-1.03815116985246	0.0596144844447216	0.826540761820241	0.49
TraesNOR1A03G00091970	-0.897834765326863	0.0930499105577176	0.913654902860978	0.47
TraesNOR1A03G00092230	2.27205556152894	0.0904796839276371	0.842897815359451	0.56
TraesNOR1A03G00092530	0.770291059425075	-0.141994162485759	0.839479543926079	0.44
TraesNOR1A03G00094220	0.671604074390261	0.0186326864413979	0.810511803901823	0.49
TraesNOR1A03G00094960	0.584212358244209	-0.0563730224490041	0.946937551232911	0.49
TraesNOR1A03G00095410	-0.230396988758257	0.0561357178435966	0.86208404603155	0.49
TraesNOR1A03G00095730	-0.630026571532657	-0.0313787616323441	0.812739936119321	0.51
TraesNOR1A03G00096290	-0.723224787956839	-0.0108913398476063	0.832389664939647	0.51
TraesNOR1A03G00096460	0.602091550706955	0.0715626709601407	0.940284697297453	0.54
TraesNOR1A03G00098650	0.0530539686307788	-0.150327631001588	0.805757142575734	0.39
TraesNOR1A03G00098970	-0.017259029860842	0.12845667578121	0.701224450757058	0.42
TraesNOR1A03G00098990	-1.00437019393485	0.0143436622448988	0.807211499959322	0.45
TraesNOR1A03G00099070	-0.315275978683355	-0.011971850886388	0.796919096499846	0.55
TraesNOR1A03G00100720	-1.19707960773496	-0.120713192905191	0.79942491018938	0.56
TraesNOR1A03G00102280	-0.423096858313364	0.0899734310757489	0.937044874303714	0.53
TraesNOR1A03G00102310	-0.567398079695399	-0.0376969776568523	0.989577145606299	0.48
TraesNOR1A03G00102710	1.18131195027509	0.167811249734695	0.852952717816477	0.51
TraesNOR1A03G00106010	0.39421062963978	-0.0718911647099982	0.913692670647495	0.52
TraesNOR1A03G00106280	0.0841867392110691	-0.0295548991115557	0.799551276988688	0.42
TraesNOR1A03G00111030	-0.749318630967614	-0.012051926363834	0.853134872165264	0.55
TraesNOR1A03G00112660	-0.141582191068065	0.10055870359128	0.754968489484661	0.44
TraesNOR1A03G00113060	-0.821661506118544	0.0514618816694515	0.768558895775439	0.43
TraesNOR1A03G00114030	0.403575485566721	-0.0451651906164889	0.93744184281694	0.49
TraesNOR1A03G00114380	-0.0119487015275366	0.00248272075020503	0.772506910512905	0.5
TraesNOR1A03G00114650	-1.38952687983768	-0.00502585561590266	0.773842453196038	0.54
TraesNOR1A03G00115750	-0.22465233069075	0.0134575205341816	0.874108693210404	0.45
TraesNOR1A03G00116290	1.11707313410169	-0.0995009763557005	0.859646350149843	0.43
TraesNOR1A03G00116660	0.624809546385291	-0.107779195473008	0.909380135849837	0.47
TraesNOR1A03G00116820	-0.225946015970457	0.0480944522920387	0.790038375828777	0.48
TraesNOR1A03G00117120	0.0465402650571	0.0303704030766026	0.958239542904582	0.54
TraesNOR1A03G00117480	0.438250018213256	0.0406074624413348	0.756995297715686	0.48
TraesNOR1A03G00117510	-0.0043953463714464	0.0577897911407566	0.873240806285603	0.52
TraesNOR1A03G00118010	-0.401127619713016	0.0130418140565125	0.832068335601454	0.51
TraesNOR1A03G00119210	0.576816593982706	-0.135076045011173	0.838532214941955	0.53
TraesNOR1A03G00120020	0.85535371956653	-0.00994728744721803	0.903531065147565	0.53
TraesNOR1A03G00120030	-0.256719120452893	0.0453162444031107	1.02167317062517	0.48
TraesNOR1A03G00120080	-0.257536889174776	-0.0172760390211608	0.811687779145378	0.56
TraesNOR1A03G00120550	0.0500703765487522	-0.0664133573639176	0.877580466744066	0.5
TraesNOR1A03G00121010	0.785949488204826	0.0506182208973406	0.705324922290977	0.52
TraesNOR1A03G00122170	0.0553977912046007	-0.00171645085927585	0.946657837800184	0.51
TraesNOR1A03G00122970	0.194836378700098	0.119428188572558	0.878629211276962	0.57
TraesNOR1A03G00123000	0.192286693104102	-0.0220598559796245	0.83195862485711	0.52
TraesNOR1A03G00123270	-0.609059733920107	0.00258308878146874	0.749096086987961	0.46
TraesNOR1A03G00123750	1.3621950423095	-0.0135834407199858	0.900988127383194	0.44
TraesNOR1A03G00126170	0.251961433130213	-0.029296871047978	0.855426144627418	0.51
TraesNOR1A03G00126410	0.210490573596207	0.00301370816498324	0.924911501091571	0.48
TraesNOR1A03G00127780	0.999010491606067	-0.000578365142296363	0.788326258418254	0.48
TraesNOR1A03G00128050	0.246619447012448	-0.0474469629788463	0.763096457448472	0.49
TraesNOR1A03G00132360	-0.628020590561054	-0.00658135205182916	0.802570289874221	0.53
TraesNOR1A03G00135620	0.80154117398861	0.108998412926439	0.824411368611897	0.57
