"uid","feature","block","cluster","comp","sign"
"prot__TraesCAD_scaffold_049880_01G000100","TraesCAD_scaffold_049880_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_049897_01G000100","TraesCAD_scaffold_049897_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_049942_01G000200","TraesCAD_scaffold_049942_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_049974_01G000100","TraesCAD_scaffold_049974_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_080309_01G000100","TraesCAD_scaffold_080309_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_050042_01G000100","TraesCAD_scaffold_050042_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_050078_01G000100","TraesCAD_scaffold_050078_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_050078_01G000200","TraesCAD_scaffold_050078_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_050081_01G000200","TraesCAD_scaffold_050081_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_050114_01G000100","TraesCAD_scaffold_050114_01G000100","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_050137_01G000500","TraesCAD_scaffold_050137_01G000500","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_050152_01G000200","TraesCAD_scaffold_050152_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_050215_01G000100","TraesCAD_scaffold_050215_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_050217_01G000200","TraesCAD_scaffold_050217_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_112076_01G000200","TraesCAD_scaffold_112076_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_050230_01G000400","TraesCAD_scaffold_050230_01G000400","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_095635_01G000200","TraesCAD_scaffold_095635_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_050266_01G000100","TraesCAD_scaffold_050266_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_050281_01G000200","TraesCAD_scaffold_050281_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_050333_01G000100","TraesCAD_scaffold_050333_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_050358_01G000100","TraesCAD_scaffold_050358_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_055640_01G000100","TraesCAD_scaffold_055640_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_050363_01G000100","TraesCAD_scaffold_050363_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_050386_01G000100","TraesCAD_scaffold_050386_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_050398_01G000200","TraesCAD_scaffold_050398_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_050432_01G000100","TraesCAD_scaffold_050432_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_050454_01G000100","TraesCAD_scaffold_050454_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_050586_01G000200","TraesCAD_scaffold_050586_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_050592_01G000200","TraesCAD_scaffold_050592_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_050609_01G000100","TraesCAD_scaffold_050609_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_050623_01G000100","TraesCAD_scaffold_050623_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_050641_01G000100","TraesCAD_scaffold_050641_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_050673_01G000100","TraesCAD_scaffold_050673_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_050682_01G000100","TraesCAD_scaffold_050682_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_111050_01G000100","TraesCAD_scaffold_111050_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_050707_01G000300","TraesCAD_scaffold_050707_01G000300","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_050737_01G000100","TraesCAD_scaffold_050737_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_136359_01G000100","TraesCAD_scaffold_136359_01G000100","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_050804_01G000100","TraesCAD_scaffold_050804_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_050822_01G000200","TraesCAD_scaffold_050822_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_064435_01G000300","TraesCAD_scaffold_064435_01G000300","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_050860_01G000400","TraesCAD_scaffold_050860_01G000400","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_050864_01G000200","TraesCAD_scaffold_050864_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_050913_01G000300","TraesCAD_scaffold_050913_01G000300","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_050922_01G000100","TraesCAD_scaffold_050922_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_050976_01G000700","TraesCAD_scaffold_050976_01G000700","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_050994_01G000400","TraesCAD_scaffold_050994_01G000400","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_051000_01G000300","TraesCAD_scaffold_051000_01G000300","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_051018_01G000200","TraesCAD_scaffold_051018_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_171529_01G000100","TraesCAD_scaffold_171529_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_051155_01G000100","TraesCAD_scaffold_051155_01G000100","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_058840_01G000100","TraesCAD_scaffold_058840_01G000100","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_051251_01G000200","TraesCAD_scaffold_051251_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_051263_01G000300","TraesCAD_scaffold_051263_01G000300","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_051276_01G000200","TraesCAD_scaffold_051276_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_051316_01G000100","TraesCAD_scaffold_051316_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_051318_01G000100","TraesCAD_scaffold_051318_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_051339_01G000100","TraesCAD_scaffold_051339_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_051392_01G000300","TraesCAD_scaffold_051392_01G000300","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_051397_01G000100","TraesCAD_scaffold_051397_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_051411_01G000100","TraesCAD_scaffold_051411_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_051464_01G000200","TraesCAD_scaffold_051464_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_051473_01G000500","TraesCAD_scaffold_051473_01G000500","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_074499_01G000100","TraesCAD_scaffold_074499_01G000100","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_051485_01G000100","TraesCAD_scaffold_051485_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_051524_01G000100","TraesCAD_scaffold_051524_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_051534_01G000200","TraesCAD_scaffold_051534_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_051536_01G000100","TraesCAD_scaffold_051536_01G000100","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_051555_01G000100","TraesCAD_scaffold_051555_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_082260_01G000300","TraesCAD_scaffold_082260_01G000300","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_051611_01G000100","TraesCAD_scaffold_051611_01G000100","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_145210_01G000100","TraesCAD_scaffold_145210_01G000100","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_051687_01G000100","TraesCAD_scaffold_051687_01G000100","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_051719_01G000300","TraesCAD_scaffold_051719_01G000300","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_051728_01G000100","TraesCAD_scaffold_051728_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_051782_01G000400","TraesCAD_scaffold_051782_01G000400","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_051937_01G000200","TraesCAD_scaffold_051937_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_051953_01G000400","TraesCAD_scaffold_051953_01G000400","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_051960_01G000100","TraesCAD_scaffold_051960_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_052032_01G000200","TraesCAD_scaffold_052032_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_052057_01G000100","TraesCAD_scaffold_052057_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_052090_01G000200","TraesCAD_scaffold_052090_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_052094_01G000100","TraesCAD_scaffold_052094_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_099255_01G000200","TraesCAD_scaffold_099255_01G000200","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_052131_01G000100","TraesCAD_scaffold_052131_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_052140_01G000100","TraesCAD_scaffold_052140_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_052272_01G000100","TraesCAD_scaffold_052272_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_160902_01G000100","TraesCAD_scaffold_160902_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_094923_01G000100","TraesCAD_scaffold_094923_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_052413_01G000300","TraesCAD_scaffold_052413_01G000300","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_052548_01G000100","TraesCAD_scaffold_052548_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_079419_01G000100","TraesCAD_scaffold_079419_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_052668_01G000200","TraesCAD_scaffold_052668_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_052722_01G000200","TraesCAD_scaffold_052722_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_052724_01G000300","TraesCAD_scaffold_052724_01G000300","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_052738_01G000200","TraesCAD_scaffold_052738_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_132894_01G000200","TraesCAD_scaffold_132894_01G000200","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_052789_01G000100","TraesCAD_scaffold_052789_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_052808_01G000200","TraesCAD_scaffold_052808_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_052842_01G000300","TraesCAD_scaffold_052842_01G000300","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_052860_01G000100","TraesCAD_scaffold_052860_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_052906_01G000600","TraesCAD_scaffold_052906_01G000600","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_052908_01G000100","TraesCAD_scaffold_052908_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_052923_01G000100","TraesCAD_scaffold_052923_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_052931_01G000200","TraesCAD_scaffold_052931_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_052946_01G000300","TraesCAD_scaffold_052946_01G000300","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_052949_01G000200","TraesCAD_scaffold_052949_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_052954_01G000300","TraesCAD_scaffold_052954_01G000300","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_057377_01G000100","TraesCAD_scaffold_057377_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_053083_01G000100","TraesCAD_scaffold_053083_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_053158_01G000200","TraesCAD_scaffold_053158_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_053228_01G000200","TraesCAD_scaffold_053228_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_053310_01G000100","TraesCAD_scaffold_053310_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_053325_01G000100","TraesCAD_scaffold_053325_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_053392_01G000100","TraesCAD_scaffold_053392_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_053447_01G000200","TraesCAD_scaffold_053447_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_053511_01G000100","TraesCAD_scaffold_053511_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_053519_01G000500","TraesCAD_scaffold_053519_01G000500","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_053545_01G000400","TraesCAD_scaffold_053545_01G000400","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_053561_01G000200","TraesCAD_scaffold_053561_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_053565_01G000200","TraesCAD_scaffold_053565_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_053566_01G000100","TraesCAD_scaffold_053566_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_053577_01G000200","TraesCAD_scaffold_053577_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_126241_01G000100","TraesCAD_scaffold_126241_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_053598_01G000300","TraesCAD_scaffold_053598_01G000300","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_053630_01G000100","TraesCAD_scaffold_053630_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_053645_01G000100","TraesCAD_scaffold_053645_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_192522_01G000100","TraesCAD_scaffold_192522_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_053798_01G000200","TraesCAD_scaffold_053798_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_053822_01G000300","TraesCAD_scaffold_053822_01G000300","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_053824_01G000800","TraesCAD_scaffold_053824_01G000800","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_053873_01G000100","TraesCAD_scaffold_053873_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_113450_01G000200","TraesCAD_scaffold_113450_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_053930_01G000200","TraesCAD_scaffold_053930_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_053932_01G000100","TraesCAD_scaffold_053932_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_053965_01G000100","TraesCAD_scaffold_053965_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_054010_01G000100","TraesCAD_scaffold_054010_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_112916_01G000200","TraesCAD_scaffold_112916_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_054084_01G000200","TraesCAD_scaffold_054084_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_054156_01G000100","TraesCAD_scaffold_054156_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_055177_01G000100","TraesCAD_scaffold_055177_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_099042_01G000200","TraesCAD_scaffold_099042_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_054181_01G000400","TraesCAD_scaffold_054181_01G000400","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_054183_01G000200","TraesCAD_scaffold_054183_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_054200_01G000100","TraesCAD_scaffold_054200_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_054259_01G000200","TraesCAD_scaffold_054259_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_129910_01G000100","TraesCAD_scaffold_129910_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_054512_01G000100","TraesCAD_scaffold_054512_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_054555_01G000100","TraesCAD_scaffold_054555_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_067011_01G000400","TraesCAD_scaffold_067011_01G000400","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_054587_01G000100","TraesCAD_scaffold_054587_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_054598_01G000200","TraesCAD_scaffold_054598_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_054644_01G000300","TraesCAD_scaffold_054644_01G000300","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_054645_01G000200","TraesCAD_scaffold_054645_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_054661_01G000400","TraesCAD_scaffold_054661_01G000400","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_054699_01G000100","TraesCAD_scaffold_054699_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_092016_01G000100","TraesCAD_scaffold_092016_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_054822_01G000100","TraesCAD_scaffold_054822_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_054824_01G000100","TraesCAD_scaffold_054824_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_054828_01G000200","TraesCAD_scaffold_054828_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_054938_01G000200","TraesCAD_scaffold_054938_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_054972_01G000100","TraesCAD_scaffold_054972_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_054974_01G000200","TraesCAD_scaffold_054974_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_054974_01G000300","TraesCAD_scaffold_054974_01G000300","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_097725_01G000100","TraesCAD_scaffold_097725_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_055129_01G000300","TraesCAD_scaffold_055129_01G000300","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_082128_01G000100","TraesCAD_scaffold_082128_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_082128_01G000300","TraesCAD_scaffold_082128_01G000300","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_055157_01G000100","TraesCAD_scaffold_055157_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_107887_01G000300","TraesCAD_scaffold_107887_01G000300","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_055160_01G000200","TraesCAD_scaffold_055160_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_107887_01G000100","TraesCAD_scaffold_107887_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_055175_01G000100","TraesCAD_scaffold_055175_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_055185_01G000100","TraesCAD_scaffold_055185_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_108641_01G000300","TraesCAD_scaffold_108641_01G000300","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_055207_01G000100","TraesCAD_scaffold_055207_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_055215_01G000100","TraesCAD_scaffold_055215_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_055295_01G000100","TraesCAD_scaffold_055295_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_055378_01G000400","TraesCAD_scaffold_055378_01G000400","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_055536_01G000100","TraesCAD_scaffold_055536_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_055540_01G000100","TraesCAD_scaffold_055540_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_055571_01G000300","TraesCAD_scaffold_055571_01G000300","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_055634_01G000100","TraesCAD_scaffold_055634_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_055726_01G000600","TraesCAD_scaffold_055726_01G000600","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_063992_01G000100","TraesCAD_scaffold_063992_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_092785_01G000300","TraesCAD_scaffold_092785_01G000300","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_055786_01G000100","TraesCAD_scaffold_055786_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_055794_01G000100","TraesCAD_scaffold_055794_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_055807_01G000300","TraesCAD_scaffold_055807_01G000300","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_055851_01G000200","TraesCAD_scaffold_055851_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_055929_01G000400","TraesCAD_scaffold_055929_01G000400","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_055953_01G000200","TraesCAD_scaffold_055953_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_055975_01G000400","TraesCAD_scaffold_055975_01G000400","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_056004_01G000100","TraesCAD_scaffold_056004_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_056008_01G000100","TraesCAD_scaffold_056008_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_149985_01G000100","TraesCAD_scaffold_149985_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_056084_01G000100","TraesCAD_scaffold_056084_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_056121_01G000200","TraesCAD_scaffold_056121_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_056133_01G000100","TraesCAD_scaffold_056133_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_056160_01G000100","TraesCAD_scaffold_056160_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_056219_01G000200","TraesCAD_scaffold_056219_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_063976_01G000500","TraesCAD_scaffold_063976_01G000500","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_056257_01G000800","TraesCAD_scaffold_056257_01G000800","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_056264_01G000400","TraesCAD_scaffold_056264_01G000400","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_056316_01G000200","TraesCAD_scaffold_056316_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_056395_01G000200","TraesCAD_scaffold_056395_01G000200","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_056426_01G000100","TraesCAD_scaffold_056426_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_056496_01G000100","TraesCAD_scaffold_056496_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_056498_01G000100","TraesCAD_scaffold_056498_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_097522_01G000300","TraesCAD_scaffold_097522_01G000300","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_056525_01G000100","TraesCAD_scaffold_056525_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_056530_01G000200","TraesCAD_scaffold_056530_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_056530_01G000300","TraesCAD_scaffold_056530_01G000300","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_056593_01G000200","TraesCAD_scaffold_056593_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_056628_01G000100","TraesCAD_scaffold_056628_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_056691_01G000100","TraesCAD_scaffold_056691_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_056810_01G000200","TraesCAD_scaffold_056810_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_056819_01G000300","TraesCAD_scaffold_056819_01G000300","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_056872_01G000300","TraesCAD_scaffold_056872_01G000300","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_056887_01G000200","TraesCAD_scaffold_056887_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_056958_01G000400","TraesCAD_scaffold_056958_01G000400","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_056989_01G000100","TraesCAD_scaffold_056989_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_057016_01G000100","TraesCAD_scaffold_057016_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_057056_01G000200","TraesCAD_scaffold_057056_01G000200","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_057056_01G000300","TraesCAD_scaffold_057056_01G000300","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_087293_01G000100","TraesCAD_scaffold_087293_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_057129_01G000100","TraesCAD_scaffold_057129_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_057132_01G000100","TraesCAD_scaffold_057132_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_057132_01G000300","TraesCAD_scaffold_057132_01G000300","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_057164_01G000100","TraesCAD_scaffold_057164_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_057177_01G000100","TraesCAD_scaffold_057177_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_057181_01G000300","TraesCAD_scaffold_057181_01G000300","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_057183_01G000200","TraesCAD_scaffold_057183_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_078662_01G000300","TraesCAD_scaffold_078662_01G000300","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_057249_01G000200","TraesCAD_scaffold_057249_01G000200","protein","C2+",2,"positive"
"prot__TraesCAD_scaffold_057292_01G000100","TraesCAD_scaffold_057292_01G000100","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_057434_01G000200","TraesCAD_scaffold_057434_01G000200","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_057435_01G000100","TraesCAD_scaffold_057435_01G000100","protein","C2-",2,"negative"
"prot__TraesCAD_scaffold_124852_01G000100","TraesCAD_scaffold_124852_01G000100","protein","C1-",1,"negative"
"prot__TraesCAD_scaffold_057453_01G000300","TraesCAD_scaffold_057453_01G000300","protein","C1+",1,"positive"
"prot__TraesCAD_scaffold_057564_01G000400","TraesCAD_scaffold_057564_01G000400","protein","C1+",1,"positive"
