"uid","feature","block","cluster","comp","sign"
"rna__TraesNOR2B03G01065540","TraesNOR2B03G01065540","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01297730","TraesNOR2D03G01297730","rna","C2+",2,"positive"
"rna__TraesNOR7D03G04390680","TraesNOR7D03G04390680","rna","C2+",2,"positive"
"rna__TraesNORUn03G04571730","TraesNORUn03G04571730","rna","C2+",2,"positive"
"rna__TraesNOR4D03G02563300","TraesNOR4D03G02563300","rna","C1+",1,"positive"
"rna__TraesNOR7B03G04214550","TraesNOR7B03G04214550","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01291910","TraesNOR2D03G01291910","rna","C1+",1,"positive"
"rna__TraesNOR3B03G01810810","TraesNOR3B03G01810810","rna","C2+",2,"positive"
"rna__TraesNOR7D03G04451350","TraesNOR7D03G04451350","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01316150","TraesNOR2D03G01316150","rna","C2+",2,"positive"
"rna__TraesNOR3D03G02024780","TraesNOR3D03G02024780","rna","C2+",2,"positive"
"rna__TraesNOR4B03G02251620","TraesNOR4B03G02251620","rna","C1+",1,"positive"
"rna__TraesNOR1A03G00098990","TraesNOR1A03G00098990","rna","C2+",2,"positive"
"rna__TraesNOR3D03G02008900","TraesNOR3D03G02008900","rna","C2+",2,"positive"
"rna__TraesNOR6B03G03469750","TraesNOR6B03G03469750","rna","C1+",1,"positive"
"rna__TraesNOR2A03G00594550","TraesNOR2A03G00594550","rna","C2+",2,"positive"
"rna__TraesNOR6D03G03685650","TraesNOR6D03G03685650","rna","C2+",2,"positive"
"rna__TraesNOR1D03G00501630","TraesNOR1D03G00501630","rna","C2+",2,"positive"
"rna__TraesNOR2A03G00594610","TraesNOR2A03G00594610","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01108180","TraesNOR2D03G01108180","rna","C2+",2,"positive"
"rna__TraesNOR2A03G00594530","TraesNOR2A03G00594530","rna","C2+",2,"positive"
"rna__TraesNOR3A03G01356380","TraesNOR3A03G01356380","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01236240","TraesNOR2D03G01236240","rna","C2+",2,"positive"
"rna__TraesNOR3B03G01628280","TraesNOR3B03G01628280","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01117370","TraesNOR2D03G01117370","rna","C1-",1,"negative"
"rna__TraesNOR2A03G00620670","TraesNOR2A03G00620670","rna","C2+",2,"positive"
"rna__TraesNOR1D03G00522660","TraesNOR1D03G00522660","rna","C2+",2,"positive"
"rna__TraesNOR2A03G00821930","TraesNOR2A03G00821930","rna","C2+",2,"positive"
"rna__TraesNOR3A03G01527950","TraesNOR3A03G01527950","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03241070","TraesNOR5D03G03241070","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03240950","TraesNOR5D03G03240950","rna","C2+",2,"positive"
"rna__TraesNOR6D03G03776730","TraesNOR6D03G03776730","rna","C2+",2,"positive"
"rna__TraesNOR3D03G01936640","TraesNOR3D03G01936640","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03071820","TraesNOR5D03G03071820","rna","C2-",2,"negative"
"rna__TraesNOR4D03G02432790","TraesNOR4D03G02432790","rna","C2-",2,"negative"
"rna__TraesNOR2D03G01279150","TraesNOR2D03G01279150","rna","C2+",2,"positive"
"rna__TraesNOR3A03G01344960","TraesNOR3A03G01344960","rna","C2+",2,"positive"
"rna__TraesNOR6B03G03630990","TraesNOR6B03G03630990","rna","C2+",2,"positive"
"rna__TraesNOR6A03G03444530","TraesNOR6A03G03444530","rna","C2+",2,"positive"
"rna__TraesNOR2A03G00775050","TraesNOR2A03G00775050","rna","C2-",2,"negative"
"rna__TraesNOR7D03G04466700","TraesNOR7D03G04466700","rna","C2+",2,"positive"
"rna__TraesNOR3D03G02022770","TraesNOR3D03G02022770","rna","C2+",2,"positive"
"rna__TraesNOR7B03G04151230","TraesNOR7B03G04151230","rna","C2+",2,"positive"
"rna__TraesNOR1B03G00399870","TraesNOR1B03G00399870","rna","C2+",2,"positive"
"rna__TraesNOR3A03G01540710","TraesNOR3A03G01540710","rna","C2+",2,"positive"
"rna__TraesNOR2B03G01091350","TraesNOR2B03G01091350","rna","C2+",2,"positive"
"rna__TraesNOR6A03G03416340","TraesNOR6A03G03416340","rna","C2+",2,"positive"
"rna__TraesNOR6B03G03607860","TraesNOR6B03G03607860","rna","C1+",1,"positive"
"rna__TraesNOR4D03G02579840","TraesNOR4D03G02579840","rna","C2-",2,"negative"
"rna__TraesNOR3D03G01932690","TraesNOR3D03G01932690","rna","C2+",2,"positive"
"rna__TraesNOR1B03G00319580","TraesNOR1B03G00319580","rna","C1+",1,"positive"
"rna__TraesNOR7D03G04447470","TraesNOR7D03G04447470","rna","C1-",1,"negative"
"rna__TraesNOR7D03G04390710","TraesNOR7D03G04390710","rna","C2+",2,"positive"
"rna__TraesNOR2B03G00876790","TraesNOR2B03G00876790","rna","C2+",2,"positive"
"rna__TraesNOR6D03G03809720","TraesNOR6D03G03809720","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03240710","TraesNOR5D03G03240710","rna","C2+",2,"positive"
"rna__TraesNOR4A03G02169150","TraesNOR4A03G02169150","rna","C1-",1,"negative"
"rna__TraesNOR2A03G00743380","TraesNOR2A03G00743380","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01265370","TraesNOR2D03G01265370","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01131260","TraesNOR2D03G01131260","rna","C2+",2,"positive"
"rna__TraesNOR6A03G03434050","TraesNOR6A03G03434050","rna","C2-",2,"negative"
"rna__TraesNOR5A03G02758400","TraesNOR5A03G02758400","rna","C1-",1,"negative"
"rna__TraesNOR6B03G03471700","TraesNOR6B03G03471700","rna","C2+",2,"positive"
"rna__TraesNOR6A03G03378130","TraesNOR6A03G03378130","rna","C2+",2,"positive"
"rna__TraesNOR1A03G00175470","TraesNOR1A03G00175470","rna","C1+",1,"positive"
"rna__TraesNOR3D03G01998390","TraesNOR3D03G01998390","rna","C2+",2,"positive"
"rna__TraesNOR3A03G01336940","TraesNOR3A03G01336940","rna","C2+",2,"positive"
"rna__TraesNOR7D03G04481450","TraesNOR7D03G04481450","rna","C2+",2,"positive"
"rna__TraesNOR1A03G00122170","TraesNOR1A03G00122170","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01249600","TraesNOR2D03G01249600","rna","C2+",2,"positive"
"rna__TraesNOR3B03G01788810","TraesNOR3B03G01788810","rna","C2+",2,"positive"
"rna__TraesNOR3B03G01692010","TraesNOR3B03G01692010","rna","C2+",2,"positive"
"rna__TraesNORUn03G04621940","TraesNORUn03G04621940","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03058910","TraesNOR5D03G03058910","rna","C2-",2,"negative"
"rna__TraesNOR3D03G02014190","TraesNOR3D03G02014190","rna","C2+",2,"positive"
"rna__TraesNOR1D03G00452860","TraesNOR1D03G00452860","rna","C1-",1,"negative"
"rna__TraesNOR5B03G03039930","TraesNOR5B03G03039930","rna","C2+",2,"positive"
"rna__TraesNOR4A03G02168880","TraesNOR4A03G02168880","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03065710","TraesNOR5D03G03065710","rna","C2+",2,"positive"
"rna__TraesNOR5B03G02968780","TraesNOR5B03G02968780","rna","C2+",2,"positive"
"rna__TraesNOR6D03G03793580","TraesNOR6D03G03793580","rna","C1+",1,"positive"
"rna__TraesNOR5B03G02967380","TraesNOR5B03G02967380","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01225590","TraesNOR2D03G01225590","rna","C1+",1,"positive"
"rna__TraesNOR5B03G02815790","TraesNOR5B03G02815790","rna","C1+",1,"positive"
"rna__TraesNOR5D03G03212510","TraesNOR5D03G03212510","rna","C2+",2,"positive"
"rna__TraesNOR3D03G02009000","TraesNOR3D03G02009000","rna","C2+",2,"positive"
"rna__TraesNOR5A03G02584550","TraesNOR5A03G02584550","rna","C1-",1,"negative"
"rna__TraesNOR3D03G01972690","TraesNOR3D03G01972690","rna","C2-",2,"negative"
"rna__TraesNOR6A03G03390360","TraesNOR6A03G03390360","rna","C2+",2,"positive"
"rna__TraesNORUn03G04765820","TraesNORUn03G04765820","rna","C1+",1,"positive"
"rna__TraesNOR5D03G03151960","TraesNOR5D03G03151960","rna","C2+",2,"positive"
"rna__TraesNOR4B03G02392900","TraesNOR4B03G02392900","rna","C1+",1,"positive"
"rna__TraesNOR5B03G02908120","TraesNOR5B03G02908120","rna","C2+",2,"positive"
"rna__TraesNOR4D03G02439560","TraesNOR4D03G02439560","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03149120","TraesNOR5D03G03149120","rna","C2+",2,"positive"
"rna__TraesNOR3A03G01527450","TraesNOR3A03G01527450","rna","C2+",2,"positive"
"rna__TraesNOR3D03G01946650","TraesNOR3D03G01946650","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03136800","TraesNOR5D03G03136800","rna","C1-",1,"negative"
"rna__TraesNOR5B03G03024270","TraesNOR5B03G03024270","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01131120","TraesNOR2D03G01131120","rna","C2+",2,"positive"
"rna__TraesNOR2A03G00633710","TraesNOR2A03G00633710","rna","C2+",2,"positive"
"rna__TraesNOR6B03G03663000","TraesNOR6B03G03663000","rna","C1-",1,"negative"
"rna__TraesNOR6A03G03331890","TraesNOR6A03G03331890","rna","C1-",1,"negative"
"rna__TraesNOR4D03G02439540","TraesNOR4D03G02439540","rna","C2+",2,"positive"
"rna__TraesNOR6B03G03507860","TraesNOR6B03G03507860","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01101050","TraesNOR2D03G01101050","rna","C2+",2,"positive"
"rna__TraesNOR3B03G01577720","TraesNOR3B03G01577720","rna","C2-",2,"negative"
"rna__TraesNOR1D03G00501610","TraesNOR1D03G00501610","rna","C2+",2,"positive"
"rna__TraesNOR4D03G02435310","TraesNOR4D03G02435310","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01170600","TraesNOR2D03G01170600","rna","C2+",2,"positive"
"rna__TraesNORUn03G04707820","TraesNORUn03G04707820","rna","C2+",2,"positive"
"rna__TraesNOR1D03G00579920","TraesNOR1D03G00579920","rna","C1+",1,"positive"
"rna__TraesNOR2D03G01131270","TraesNOR2D03G01131270","rna","C2+",2,"positive"
"rna__TraesNOR5A03G02689130","TraesNOR5A03G02689130","rna","C1-",1,"negative"
"rna__TraesNOR2B03G01069020","TraesNOR2B03G01069020","rna","C2+",2,"positive"
"rna__TraesNOR3A03G01491110","TraesNOR3A03G01491110","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02245360","TraesNOR4B03G02245360","rna","C1-",1,"negative"
"rna__TraesNOR3D03G01850380","TraesNOR3D03G01850380","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03060810","TraesNOR5D03G03060810","rna","C2+",2,"positive"
"rna__TraesNOR7A03G03950450","TraesNOR7A03G03950450","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03263250","TraesNOR5D03G03263250","rna","C1+",1,"positive"
"rna__TraesNOR2B03G00844000","TraesNOR2B03G00844000","rna","C1+",1,"positive"
"rna__TraesNOR6B03G03620560","TraesNOR6B03G03620560","rna","C1-",1,"negative"
"rna__TraesNOR2B03G01037350","TraesNOR2B03G01037350","rna","C2+",2,"positive"
"rna__TraesNOR3A03G01333020","TraesNOR3A03G01333020","rna","C1-",1,"negative"
"rna__TraesNOR5B03G02918060","TraesNOR5B03G02918060","rna","C1-",1,"negative"
"rna__TraesNOR6D03G03696010","TraesNOR6D03G03696010","rna","C2+",2,"positive"
"rna__TraesNOR7B03G04306210","TraesNOR7B03G04306210","rna","C2+",2,"positive"
"rna__TraesNOR3A03G01488490","TraesNOR3A03G01488490","rna","C1-",1,"negative"
"rna__TraesNOR2A03G00822570","TraesNOR2A03G00822570","rna","C1+",1,"positive"
"rna__TraesNOR1D03G00528020","TraesNOR1D03G00528020","rna","C2+",2,"positive"
"rna__TraesNOR5B03G03010500","TraesNOR5B03G03010500","rna","C2+",2,"positive"
"rna__TraesNOR3D03G02004900","TraesNOR3D03G02004900","rna","C1+",1,"positive"
"rna__TraesNOR2A03G00588000","TraesNOR2A03G00588000","rna","C2+",2,"positive"
"rna__TraesNOR2B03G01044680","TraesNOR2B03G01044680","rna","C1-",1,"negative"
"rna__TraesNOR7D03G04539230","TraesNOR7D03G04539230","rna","C2+",2,"positive"
"rna__TraesNOR7D03G04380190","TraesNOR7D03G04380190","rna","C1-",1,"negative"
"rna__TraesNOR4A03G02045540","TraesNOR4A03G02045540","rna","C2+",2,"positive"
"rna__TraesNOR3A03G01535860","TraesNOR3A03G01535860","rna","C1-",1,"negative"
"rna__TraesNOR3B03G01610360","TraesNOR3B03G01610360","rna","C2+",2,"positive"
"rna__TraesNOR2B03G00859450","TraesNOR2B03G00859450","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02430340","TraesNOR4B03G02430340","rna","C2-",2,"negative"
"rna__TraesNOR2B03G00855370","TraesNOR2B03G00855370","rna","C1-",1,"negative"
"rna__TraesNOR6A03G03298980","TraesNOR6A03G03298980","rna","C2-",2,"negative"
"rna__TraesNOR2A03G00640960","TraesNOR2A03G00640960","rna","C2+",2,"positive"
"rna__TraesNOR3D03G02017890","TraesNOR3D03G02017890","rna","C2+",2,"positive"
"rna__TraesNOR7D03G04339020","TraesNOR7D03G04339020","rna","C2+",2,"positive"
"rna__TraesNOR7A03G03997230","TraesNOR7A03G03997230","rna","C1-",1,"negative"
"rna__TraesNOR4D03G02440310","TraesNOR4D03G02440310","rna","C1+",1,"positive"
"rna__TraesNOR4D03G02560720","TraesNOR4D03G02560720","rna","C1+",1,"positive"
"rna__TraesNOR6B03G03471840","TraesNOR6B03G03471840","rna","C2+",2,"positive"
"rna__TraesNOR6B03G03463660","TraesNOR6B03G03463660","rna","C1-",1,"negative"
"rna__TraesNOR6D03G03705590","TraesNOR6D03G03705590","rna","C2+",2,"positive"
"rna__TraesNOR7B03G04213650","TraesNOR7B03G04213650","rna","C2-",2,"negative"
"rna__TraesNOR6D03G03818150","TraesNOR6D03G03818150","rna","C2+",2,"positive"
"rna__TraesNOR7D03G04322150","TraesNOR7D03G04322150","rna","C2-",2,"negative"
"rna__TraesNOR6D03G03738820","TraesNOR6D03G03738820","rna","C1-",1,"negative"
"rna__TraesNOR4A03G02217300","TraesNOR4A03G02217300","rna","C2-",2,"negative"
"rna__TraesNOR3D03G01932610","TraesNOR3D03G01932610","rna","C2+",2,"positive"
"rna__TraesNOR4B03G02382300","TraesNOR4B03G02382300","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03128080","TraesNOR5D03G03128080","rna","C1+",1,"positive"
"rna__TraesNOR3B03G01625630","TraesNOR3B03G01625630","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03090720","TraesNOR5D03G03090720","rna","C1-",1,"negative"
"rna__TraesNOR1A03G00123000","TraesNOR1A03G00123000","rna","C1-",1,"negative"
"rna__TraesNOR3D03G02007900","TraesNOR3D03G02007900","rna","C2+",2,"positive"
"rna__TraesNOR5A03G02783150","TraesNOR5A03G02783150","rna","C1-",1,"negative"
"rna__TraesNOR5B03G03025500","TraesNOR5B03G03025500","rna","C1-",1,"negative"
"rna__TraesNOR1D03G00523410","TraesNOR1D03G00523410","rna","C1-",1,"negative"
"rna__TraesNORUn03G04717740","TraesNORUn03G04717740","rna","C1-",1,"negative"
"rna__TraesNOR4A03G02138480","TraesNOR4A03G02138480","rna","C1-",1,"negative"
"rna__TraesNOR4D03G02539220","TraesNOR4D03G02539220","rna","C1+",1,"positive"
"rna__TraesNOR4B03G02398630","TraesNOR4B03G02398630","rna","C2+",2,"positive"
"rna__TraesNOR4B03G02379100","TraesNOR4B03G02379100","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01295100","TraesNOR2D03G01295100","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01106210","TraesNOR2D03G01106210","rna","C1+",1,"positive"
"rna__TraesNOR5D03G03241150","TraesNOR5D03G03241150","rna","C2+",2,"positive"
"rna__TraesNOR4D03G02557130","TraesNOR4D03G02557130","rna","C1-",1,"negative"
"rna__TraesNOR3D03G01876170","TraesNOR3D03G01876170","rna","C2+",2,"positive"
"rna__TraesNOR1B03G00379730","TraesNOR1B03G00379730","rna","C1-",1,"negative"
"rna__TraesNOR1D03G00577600","TraesNOR1D03G00577600","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03192750","TraesNOR5D03G03192750","rna","C1-",1,"negative"
"rna__TraesNOR5A03G02788700","TraesNOR5A03G02788700","rna","C1+",1,"positive"
"rna__TraesNOR5B03G02948430","TraesNOR5B03G02948430","rna","C1-",1,"negative"
"rna__TraesNOR3B03G01565530","TraesNOR3B03G01565530","rna","C2+",2,"positive"
"rna__TraesNOR4D03G02575650","TraesNOR4D03G02575650","rna","C1-",1,"negative"
"rna__TraesNOR7A03G03913820","TraesNOR7A03G03913820","rna","C1-",1,"negative"
"rna__TraesNOR6D03G03831800","TraesNOR6D03G03831800","rna","C2-",2,"negative"
"rna__TraesNOR2D03G01300970","TraesNOR2D03G01300970","rna","C2+",2,"positive"
"rna__TraesNOR7D03G04364190","TraesNOR7D03G04364190","rna","C1+",1,"positive"
"rna__TraesNOR5D03G03164790","TraesNOR5D03G03164790","rna","C1-",1,"negative"
"rna__TraesNOR7B03G04291320","TraesNOR7B03G04291320","rna","C2+",2,"positive"
"rna__TraesNOR7D03G04340660","TraesNOR7D03G04340660","rna","C1-",1,"negative"
"rna__TraesNOR4A03G02041460","TraesNOR4A03G02041460","rna","C2+",2,"positive"
"rna__TraesNOR1D03G00496850","TraesNOR1D03G00496850","rna","C1+",1,"positive"
"rna__TraesNOR3D03G01992690","TraesNOR3D03G01992690","rna","C2+",2,"positive"
"rna__TraesNOR3B03G01739550","TraesNOR3B03G01739550","rna","C1-",1,"negative"
"rna__TraesNOR1D03G00449040","TraesNOR1D03G00449040","rna","C2-",2,"negative"
"rna__TraesNOR2D03G01253890","TraesNOR2D03G01253890","rna","C1+",1,"positive"
"rna__TraesNOR1D03G00484900","TraesNOR1D03G00484900","rna","C1-",1,"negative"
"rna__TraesNOR7D03G04494640","TraesNOR7D03G04494640","rna","C1-",1,"negative"
"rna__TraesNOR7A03G03933320","TraesNOR7A03G03933320","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03060780","TraesNOR5D03G03060780","rna","C2+",2,"positive"
"rna__TraesNOR6D03G03841730","TraesNOR6D03G03841730","rna","C1-",1,"negative"
"rna__TraesNOR6A03G03272760","TraesNOR6A03G03272760","rna","C1-",1,"negative"
"rna__TraesNOR2B03G00917810","TraesNOR2B03G00917810","rna","C2-",2,"negative"
"rna__TraesNOR1D03G00577680","TraesNOR1D03G00577680","rna","C2+",2,"positive"
"rna__TraesNOR7A03G03873020","TraesNOR7A03G03873020","rna","C1+",1,"positive"
"rna__TraesNOR7B03G04231120","TraesNOR7B03G04231120","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01224280","TraesNOR2D03G01224280","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03228970","TraesNOR5D03G03228970","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03170570","TraesNOR5D03G03170570","rna","C2+",2,"positive"
"rna__TraesNOR5B03G02957230","TraesNOR5B03G02957230","rna","C1-",1,"negative"
"rna__TraesNOR1A03G00011550","TraesNOR1A03G00011550","rna","C2+",2,"positive"
"rna__TraesNOR2B03G00876620","TraesNOR2B03G00876620","rna","C2+",2,"positive"
"rna__TraesNOR6D03G03687730","TraesNOR6D03G03687730","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03060820","TraesNOR5D03G03060820","rna","C2+",2,"positive"
"rna__TraesNOR7D03G04527470","TraesNOR7D03G04527470","rna","C2+",2,"positive"
"rna__TraesNOR1D03G00414850","TraesNOR1D03G00414850","rna","C2+",2,"positive"
"rna__TraesNOR4A03G02188940","TraesNOR4A03G02188940","rna","C1-",1,"negative"
"rna__TraesNOR1B03G00327040","TraesNOR1B03G00327040","rna","C1-",1,"negative"
"rna__TraesNOR2A03G00791290","TraesNOR2A03G00791290","rna","C1+",1,"positive"
"rna__TraesNOR1D03G00495040","TraesNOR1D03G00495040","rna","C1-",1,"negative"
"rna__TraesNOR3A03G01542940","TraesNOR3A03G01542940","rna","C1-",1,"negative"
"rna__TraesNOR2B03G00848270","TraesNOR2B03G00848270","rna","C1-",1,"negative"
"rna__TraesNOR2B03G00924940","TraesNOR2B03G00924940","rna","C2+",2,"positive"
"rna__TraesNOR5B03G02921520","TraesNOR5B03G02921520","rna","C1-",1,"negative"
"rna__TraesNOR4A03G02036110","TraesNOR4A03G02036110","rna","C1-",1,"negative"
"rna__TraesNOR1D03G00485470","TraesNOR1D03G00485470","rna","C1-",1,"negative"
"rna__TraesNOR6B03G03621040","TraesNOR6B03G03621040","rna","C1-",1,"negative"
"rna__TraesNOR4D03G02432110","TraesNOR4D03G02432110","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01275910","TraesNOR2D03G01275910","rna","C2+",2,"positive"
"rna__TraesNOR4A03G02041510","TraesNOR4A03G02041510","rna","C2+",2,"positive"
"rna__TraesNOR7D03G04465120","TraesNOR7D03G04465120","rna","C2+",2,"positive"
"rna__TraesNOR5B03G02932280","TraesNOR5B03G02932280","rna","C1-",1,"negative"
"rna__TraesNOR4D03G02548940","TraesNOR4D03G02548940","rna","C2+",2,"positive"
"rna__TraesNOR2A03G00825680","TraesNOR2A03G00825680","rna","C1-",1,"negative"
"rna__TraesNOR5A03G02737690","TraesNOR5A03G02737690","rna","C1-",1,"negative"
"rna__TraesNOR3A03G01371880","TraesNOR3A03G01371880","rna","C2+",2,"positive"
"rna__TraesNOR7D03G04409020","TraesNOR7D03G04409020","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02256170","TraesNOR4B03G02256170","rna","C1-",1,"negative"
"rna__TraesNOR1A03G00170570","TraesNOR1A03G00170570","rna","C1-",1,"negative"
"rna__TraesNOR5A03G02722820","TraesNOR5A03G02722820","rna","C1-",1,"negative"
"rna__TraesNOR7A03G03943350","TraesNOR7A03G03943350","rna","C1-",1,"negative"
"rna__TraesNOR2A03G00737620","TraesNOR2A03G00737620","rna","C1-",1,"negative"
"rna__TraesNOR4A03G02162020","TraesNOR4A03G02162020","rna","C2-",2,"negative"
"rna__TraesNOR5D03G03171720","TraesNOR5D03G03171720","rna","C2+",2,"positive"
"rna__TraesNOR1A03G00113060","TraesNOR1A03G00113060","rna","C1-",1,"negative"
"rna__TraesNOR3D03G02007880","TraesNOR3D03G02007880","rna","C2+",2,"positive"
"rna__TraesNOR5A03G02805580","TraesNOR5A03G02805580","rna","C1-",1,"negative"
"rna__TraesNOR6D03G03700970","TraesNOR6D03G03700970","rna","C2+",2,"positive"
"rna__TraesNOR7A03G04061520","TraesNOR7A03G04061520","rna","C2+",2,"positive"
"rna__TraesNOR1A03G00152430","TraesNOR1A03G00152430","rna","C2+",2,"positive"
"rna__TraesNOR6A03G03286590","TraesNOR6A03G03286590","rna","C1-",1,"negative"
"rna__TraesNOR2B03G01061540","TraesNOR2B03G01061540","rna","C2+",2,"positive"
"rna__TraesNOR4D03G02504600","TraesNOR4D03G02504600","rna","C1-",1,"negative"
"rna__TraesNOR2B03G00902740","TraesNOR2B03G00902740","rna","C2+",2,"positive"
"rna__TraesNOR5B03G02904670","TraesNOR5B03G02904670","rna","C1-",1,"negative"
"rna__TraesNOR3A03G01412670","TraesNOR3A03G01412670","rna","C2+",2,"positive"
"rna__TraesNOR1A03G00098970","TraesNOR1A03G00098970","rna","C2+",2,"positive"
"rna__TraesNOR3A03G01528760","TraesNOR3A03G01528760","rna","C2+",2,"positive"
"rna__TraesNOR1A03G00153210","TraesNOR1A03G00153210","rna","C1-",1,"negative"
"rna__TraesNOR3A03G01531880","TraesNOR3A03G01531880","rna","C2+",2,"positive"
"rna__TraesNOR1B03G00349960","TraesNOR1B03G00349960","rna","C1-",1,"negative"
"rna__TraesNOR1B03G00268560","TraesNOR1B03G00268560","rna","C1-",1,"negative"
"rna__TraesNOR4A03G02212970","TraesNOR4A03G02212970","rna","C1-",1,"negative"
"rna__TraesNOR1D03G00579620","TraesNOR1D03G00579620","rna","C1-",1,"negative"
"rna__TraesNOR6A03G03272930","TraesNOR6A03G03272930","rna","C1-",1,"negative"
"rna__TraesNOR1B03G00320450","TraesNOR1B03G00320450","rna","C2+",2,"positive"
"rna__TraesNOR1B03G00333330","TraesNOR1B03G00333330","rna","C2+",2,"positive"
"rna__TraesNOR7D03G04488240","TraesNOR7D03G04488240","rna","C2-",2,"negative"
"rna__TraesNOR7D03G04452130","TraesNOR7D03G04452130","rna","C1+",1,"positive"
"rna__TraesNOR7D03G04530810","TraesNOR7D03G04530810","rna","C2+",2,"positive"
"rna__TraesNOR6D03G03802950","TraesNOR6D03G03802950","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01306140","TraesNOR2D03G01306140","rna","C2-",2,"negative"
"rna__TraesNOR2B03G00840700","TraesNOR2B03G00840700","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01289180","TraesNOR2D03G01289180","rna","C2+",2,"positive"
"rna__TraesNOR1D03G00473580","TraesNOR1D03G00473580","rna","C1-",1,"negative"
"rna__TraesNOR5B03G02819140","TraesNOR5B03G02819140","rna","C1+",1,"positive"
"rna__TraesNOR2B03G00847780","TraesNOR2B03G00847780","rna","C2+",2,"positive"
"rna__TraesNOR6B03G03482670","TraesNOR6B03G03482670","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03136540","TraesNOR5D03G03136540","rna","C1-",1,"negative"
"rna__TraesNOR7B03G04286430","TraesNOR7B03G04286430","rna","C2+",2,"positive"
"rna__TraesNOR1A03G00023780","TraesNOR1A03G00023780","rna","C1-",1,"negative"
"rna__TraesNOR2A03G00806170","TraesNOR2A03G00806170","rna","C2+",2,"positive"
"rna__TraesNOR3A03G01485380","TraesNOR3A03G01485380","rna","C2+",2,"positive"
"rna__TraesNOR6D03G03787620","TraesNOR6D03G03787620","rna","C1-",1,"negative"
"rna__TraesNOR6D03G03724460","TraesNOR6D03G03724460","rna","C1-",1,"negative"
"rna__TraesNOR1A03G00073270","TraesNOR1A03G00073270","rna","C1+",1,"positive"
"rna__TraesNOR2A03G00699930","TraesNOR2A03G00699930","rna","C1-",1,"negative"
"rna__TraesNOR7D03G04483830","TraesNOR7D03G04483830","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03174160","TraesNOR5D03G03174160","rna","C2+",2,"positive"
"rna__TraesNOR6D03G03807270","TraesNOR6D03G03807270","rna","C1-",1,"negative"
"rna__TraesNOR6D03G03713270","TraesNOR6D03G03713270","rna","C1-",1,"negative"
"rna__TraesNOR7A03G03863220","TraesNOR7A03G03863220","rna","C1-",1,"negative"
"rna__TraesNOR6B03G03672530","TraesNOR6B03G03672530","rna","C1-",1,"negative"
"rna__TraesNOR1D03G00519730","TraesNOR1D03G00519730","rna","C1-",1,"negative"
"rna__TraesNOR6A03G03416450","TraesNOR6A03G03416450","rna","C2-",2,"negative"
"rna__TraesNOR2D03G01219410","TraesNOR2D03G01219410","rna","C2-",2,"negative"
"rna__TraesNOR5B03G02905750","TraesNOR5B03G02905750","rna","C2-",2,"negative"
"rna__TraesNOR5A03G02775550","TraesNOR5A03G02775550","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03143090","TraesNOR5D03G03143090","rna","C2-",2,"negative"
"rna__TraesNOR2D03G01317620","TraesNOR2D03G01317620","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01284930","TraesNOR2D03G01284930","rna","C1+",1,"positive"
"rna__TraesNOR7B03G04091390","TraesNOR7B03G04091390","rna","C1-",1,"negative"
