"uid","feature","block","cluster","comp","sign"
"prot__TraesNOR2D03G01288460","TraesNOR2D03G01288460","protein","C2-",2,"negative"
"prot__TraesNOR2D03G01288590","TraesNOR2D03G01288590","protein","C1+",1,"positive"
"prot__TraesNOR2D03G01288820","TraesNOR2D03G01288820","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01289100","TraesNOR2D03G01289100","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01289180","TraesNOR2D03G01289180","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01289620","TraesNOR2D03G01289620","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01289900","TraesNOR2D03G01289900","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01289930","TraesNOR2D03G01289930","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01291910","TraesNOR2D03G01291910","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01291970","TraesNOR2D03G01291970","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01292420","TraesNOR2D03G01292420","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01292430","TraesNOR2D03G01292430","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01292640","TraesNOR2D03G01292640","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01293520","TraesNOR2D03G01293520","protein","C2-",2,"negative"
"prot__TraesNOR2D03G01293920","TraesNOR2D03G01293920","protein","C1+",1,"positive"
"prot__TraesNOR2D03G01295100","TraesNOR2D03G01295100","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01297390","TraesNOR2D03G01297390","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01297730","TraesNOR2D03G01297730","protein","C2-",2,"negative"
"prot__TraesNOR2D03G01297800","TraesNOR2D03G01297800","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01298060","TraesNOR2D03G01298060","protein","C2-",2,"negative"
"prot__TraesNOR2D03G01298100","TraesNOR2D03G01298100","protein","C2+",2,"positive"
"prot__TraesNOR2D03G01305060","TraesNOR2D03G01305060","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01305740","TraesNOR2D03G01305740","protein","C2+",2,"positive"
"prot__TraesNOR2D03G01306140","TraesNOR2D03G01306140","protein","C2+",2,"positive"
"prot__TraesNOR2D03G01306370","TraesNOR2D03G01306370","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01308350","TraesNOR2D03G01308350","protein","C2+",2,"positive"
"prot__TraesNOR2D03G01309960","TraesNOR2D03G01309960","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01312300","TraesNOR2D03G01312300","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01313950","TraesNOR2D03G01313950","protein","C2+",2,"positive"
"prot__TraesNOR2D03G01314580","TraesNOR2D03G01314580","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01314630","TraesNOR2D03G01314630","protein","C1+",1,"positive"
"prot__TraesNOR2D03G01315170","TraesNOR2D03G01315170","protein","C2-",2,"negative"
"prot__TraesNOR2D03G01315270","TraesNOR2D03G01315270","protein","C1+",1,"positive"
"prot__TraesNOR2D03G01316150","TraesNOR2D03G01316150","protein","C2+",2,"positive"
"prot__TraesNOR2D03G01317280","TraesNOR2D03G01317280","protein","C1+",1,"positive"
"prot__TraesNOR2D03G01317830","TraesNOR2D03G01317830","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01319390","TraesNOR2D03G01319390","protein","C2-",2,"negative"
"prot__TraesNOR2D03G01320670","TraesNOR2D03G01320670","protein","C1-",1,"negative"
"prot__TraesNOR2D03G01320700","TraesNOR2D03G01320700","protein","C2+",2,"positive"
"prot__TraesNOR2D03G01320740","TraesNOR2D03G01320740","protein","C2+",2,"positive"
"prot__TraesNOR2D03G01321020","TraesNOR2D03G01321020","protein","C2+",2,"positive"
"prot__TraesNOR2D03G01321410","TraesNOR2D03G01321410","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01324690","TraesNOR3A03G01324690","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01325180","TraesNOR3A03G01325180","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01331660","TraesNOR3A03G01331660","protein","C2-",2,"negative"
"prot__TraesNOR3A03G01331670","TraesNOR3A03G01331670","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01332380","TraesNOR3A03G01332380","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01333020","TraesNOR3A03G01333020","protein","C2-",2,"negative"
"prot__TraesNOR3A03G01336940","TraesNOR3A03G01336940","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01337450","TraesNOR3A03G01337450","protein","C1+",1,"positive"
"prot__TraesNOR3A03G01338200","TraesNOR3A03G01338200","protein","C1+",1,"positive"
"prot__TraesNOR3A03G01339110","TraesNOR3A03G01339110","protein","C2-",2,"negative"
"prot__TraesNOR3A03G01340420","TraesNOR3A03G01340420","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01342390","TraesNOR3A03G01342390","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01344960","TraesNOR3A03G01344960","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01346650","TraesNOR3A03G01346650","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01346990","TraesNOR3A03G01346990","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01349400","TraesNOR3A03G01349400","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01349410","TraesNOR3A03G01349410","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01350100","TraesNOR3A03G01350100","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01350260","TraesNOR3A03G01350260","protein","C2-",2,"negative"
"prot__TraesNOR3A03G01350440","TraesNOR3A03G01350440","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01353690","TraesNOR3A03G01353690","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01354270","TraesNOR3A03G01354270","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01354410","TraesNOR3A03G01354410","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01354770","TraesNOR3A03G01354770","protein","C1+",1,"positive"
"prot__TraesNOR3A03G01356380","TraesNOR3A03G01356380","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01358650","TraesNOR3A03G01358650","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01359760","TraesNOR3A03G01359760","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01361830","TraesNOR3A03G01361830","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01367610","TraesNOR3A03G01367610","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01368630","TraesNOR3A03G01368630","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01370600","TraesNOR3A03G01370600","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01370680","TraesNOR3A03G01370680","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01370690","TraesNOR3A03G01370690","protein","C1+",1,"positive"
"prot__TraesNOR3A03G01370880","TraesNOR3A03G01370880","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01371880","TraesNOR3A03G01371880","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01373770","TraesNOR3A03G01373770","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01376620","TraesNOR3A03G01376620","protein","C2-",2,"negative"
"prot__TraesNOR3A03G01376860","TraesNOR3A03G01376860","protein","C2-",2,"negative"
"prot__TraesNOR3A03G01377180","TraesNOR3A03G01377180","protein","C2-",2,"negative"
"prot__TraesNOR3A03G01378590","TraesNOR3A03G01378590","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01378690","TraesNOR3A03G01378690","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01378850","TraesNOR3A03G01378850","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01383320","TraesNOR3A03G01383320","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01383340","TraesNOR3A03G01383340","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01395220","TraesNOR3A03G01395220","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01398860","TraesNOR3A03G01398860","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01399430","TraesNOR3A03G01399430","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01399970","TraesNOR3A03G01399970","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01400060","TraesNOR3A03G01400060","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01400530","TraesNOR3A03G01400530","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01402290","TraesNOR3A03G01402290","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01404110","TraesNOR3A03G01404110","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01405030","TraesNOR3A03G01405030","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01407590","TraesNOR3A03G01407590","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01412670","TraesNOR3A03G01412670","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01413020","TraesNOR3A03G01413020","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01414500","TraesNOR3A03G01414500","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01421230","TraesNOR3A03G01421230","protein","C1+",1,"positive"
"prot__TraesNOR3A03G01424550","TraesNOR3A03G01424550","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01426750","TraesNOR3A03G01426750","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01428070","TraesNOR3A03G01428070","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01428600","TraesNOR3A03G01428600","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01429200","TraesNOR3A03G01429200","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01429660","TraesNOR3A03G01429660","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01434150","TraesNOR3A03G01434150","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01436090","TraesNOR3A03G01436090","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01438450","TraesNOR3A03G01438450","protein","C2-",2,"negative"
"prot__TraesNOR3A03G01441820","TraesNOR3A03G01441820","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01442180","TraesNOR3A03G01442180","protein","C1+",1,"positive"
"prot__TraesNOR3A03G01442660","TraesNOR3A03G01442660","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01444220","TraesNOR3A03G01444220","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01445320","TraesNOR3A03G01445320","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01447550","TraesNOR3A03G01447550","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01447910","TraesNOR3A03G01447910","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01448550","TraesNOR3A03G01448550","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01449110","TraesNOR3A03G01449110","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01450180","TraesNOR3A03G01450180","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01450750","TraesNOR3A03G01450750","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01450950","TraesNOR3A03G01450950","protein","C1+",1,"positive"
"prot__TraesNOR3A03G01453110","TraesNOR3A03G01453110","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01455160","TraesNOR3A03G01455160","protein","C2-",2,"negative"
"prot__TraesNOR3A03G01455290","TraesNOR3A03G01455290","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01457680","TraesNOR3A03G01457680","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01458080","TraesNOR3A03G01458080","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01458090","TraesNOR3A03G01458090","protein","C1+",1,"positive"
"prot__TraesNOR3A03G01458330","TraesNOR3A03G01458330","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01458590","TraesNOR3A03G01458590","protein","C2-",2,"negative"
"prot__TraesNOR3A03G01458920","TraesNOR3A03G01458920","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01461080","TraesNOR3A03G01461080","protein","C2-",2,"negative"
"prot__TraesNOR3A03G01461430","TraesNOR3A03G01461430","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01462160","TraesNOR3A03G01462160","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01464880","TraesNOR3A03G01464880","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01465830","TraesNOR3A03G01465830","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01465930","TraesNOR3A03G01465930","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01466450","TraesNOR3A03G01466450","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01466950","TraesNOR3A03G01466950","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01467220","TraesNOR3A03G01467220","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01471590","TraesNOR3A03G01471590","protein","C1+",1,"positive"
"prot__TraesNOR3A03G01472840","TraesNOR3A03G01472840","protein","C1+",1,"positive"
"prot__TraesNOR3A03G01473360","TraesNOR3A03G01473360","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01473600","TraesNOR3A03G01473600","protein","C1+",1,"positive"
"prot__TraesNOR3A03G01473790","TraesNOR3A03G01473790","protein","C2-",2,"negative"
"prot__TraesNOR3A03G01478200","TraesNOR3A03G01478200","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01479460","TraesNOR3A03G01479460","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01480520","TraesNOR3A03G01480520","protein","C1+",1,"positive"
"prot__TraesNOR3A03G01480710","TraesNOR3A03G01480710","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01481710","TraesNOR3A03G01481710","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01484640","TraesNOR3A03G01484640","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01485370","TraesNOR3A03G01485370","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01485500","TraesNOR3A03G01485500","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01485980","TraesNOR3A03G01485980","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01488490","TraesNOR3A03G01488490","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01488860","TraesNOR3A03G01488860","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01490410","TraesNOR3A03G01490410","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01492760","TraesNOR3A03G01492760","protein","C1+",1,"positive"
"prot__TraesNOR3A03G01493910","TraesNOR3A03G01493910","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01496130","TraesNOR3A03G01496130","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01497550","TraesNOR3A03G01497550","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01497710","TraesNOR3A03G01497710","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01499640","TraesNOR3A03G01499640","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01499730","TraesNOR3A03G01499730","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01502440","TraesNOR3A03G01502440","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01504280","TraesNOR3A03G01504280","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01504400","TraesNOR3A03G01504400","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01506210","TraesNOR3A03G01506210","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01506240","TraesNOR3A03G01506240","protein","C1+",1,"positive"
"prot__TraesNOR3A03G01506840","TraesNOR3A03G01506840","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01506850","TraesNOR3A03G01506850","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01510390","TraesNOR3A03G01510390","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01512820","TraesNOR3A03G01512820","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01513310","TraesNOR3A03G01513310","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01514180","TraesNOR3A03G01514180","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01515310","TraesNOR3A03G01515310","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01526760","TraesNOR3A03G01526760","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01527210","TraesNOR3A03G01527210","protein","C1+",1,"positive"
"prot__TraesNOR3A03G01527440","TraesNOR3A03G01527440","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01527450","TraesNOR3A03G01527450","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01527950","TraesNOR3A03G01527950","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01528760","TraesNOR3A03G01528760","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01531690","TraesNOR3A03G01531690","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01531880","TraesNOR3A03G01531880","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01532240","TraesNOR3A03G01532240","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01532790","TraesNOR3A03G01532790","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01535860","TraesNOR3A03G01535860","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01537110","TraesNOR3A03G01537110","protein","C1-",1,"negative"
"prot__TraesNOR3A03G01540710","TraesNOR3A03G01540710","protein","C2+",2,"positive"
"prot__TraesNOR3A03G01542940","TraesNOR3A03G01542940","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01555500","TraesNOR3B03G01555500","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01556010","TraesNOR3B03G01556010","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01557950","TraesNOR3B03G01557950","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01560290","TraesNOR3B03G01560290","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01560730","TraesNOR3B03G01560730","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01561130","TraesNOR3B03G01561130","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01561600","TraesNOR3B03G01561600","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01562350","TraesNOR3B03G01562350","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01565530","TraesNOR3B03G01565530","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01566120","TraesNOR3B03G01566120","protein","C2-",2,"negative"
"prot__TraesNOR3B03G01567630","TraesNOR3B03G01567630","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01577720","TraesNOR3B03G01577720","protein","C2-",2,"negative"
"prot__TraesNOR3B03G01578140","TraesNOR3B03G01578140","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01579090","TraesNOR3B03G01579090","protein","C2-",2,"negative"
"prot__TraesNOR3B03G01581130","TraesNOR3B03G01581130","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01584690","TraesNOR3B03G01584690","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01590150","TraesNOR3B03G01590150","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01591390","TraesNOR3B03G01591390","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01593490","TraesNOR3B03G01593490","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01596200","TraesNOR3B03G01596200","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01596870","TraesNOR3B03G01596870","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01601180","TraesNOR3B03G01601180","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01603710","TraesNOR3B03G01603710","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01605410","TraesNOR3B03G01605410","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01607560","TraesNOR3B03G01607560","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01608300","TraesNOR3B03G01608300","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01608510","TraesNOR3B03G01608510","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01608760","TraesNOR3B03G01608760","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01610360","TraesNOR3B03G01610360","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01610530","TraesNOR3B03G01610530","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01611300","TraesNOR3B03G01611300","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01611680","TraesNOR3B03G01611680","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01612180","TraesNOR3B03G01612180","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01612730","TraesNOR3B03G01612730","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01613700","TraesNOR3B03G01613700","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01614040","TraesNOR3B03G01614040","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01619040","TraesNOR3B03G01619040","protein","C2-",2,"negative"
"prot__TraesNOR3B03G01619070","TraesNOR3B03G01619070","protein","C2-",2,"negative"
"prot__TraesNOR3B03G01619670","TraesNOR3B03G01619670","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01625090","TraesNOR3B03G01625090","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01625630","TraesNOR3B03G01625630","protein","C2-",2,"negative"
"prot__TraesNOR3B03G01626440","TraesNOR3B03G01626440","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01626570","TraesNOR3B03G01626570","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01626790","TraesNOR3B03G01626790","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01628020","TraesNOR3B03G01628020","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01629060","TraesNOR3B03G01629060","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01633070","TraesNOR3B03G01633070","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01634290","TraesNOR3B03G01634290","protein","C2-",2,"negative"
"prot__TraesNOR3B03G01638440","TraesNOR3B03G01638440","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01639050","TraesNOR3B03G01639050","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01641990","TraesNOR3B03G01641990","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01644330","TraesNOR3B03G01644330","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01645030","TraesNOR3B03G01645030","protein","C2-",2,"negative"
"prot__TraesNOR3B03G01653880","TraesNOR3B03G01653880","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01656860","TraesNOR3B03G01656860","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01661460","TraesNOR3B03G01661460","protein","C2-",2,"negative"
"prot__TraesNOR3B03G01663160","TraesNOR3B03G01663160","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01663310","TraesNOR3B03G01663310","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01664670","TraesNOR3B03G01664670","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01671720","TraesNOR3B03G01671720","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01671840","TraesNOR3B03G01671840","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01671930","TraesNOR3B03G01671930","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01674690","TraesNOR3B03G01674690","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01674810","TraesNOR3B03G01674810","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01675920","TraesNOR3B03G01675920","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01678180","TraesNOR3B03G01678180","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01679450","TraesNOR3B03G01679450","protein","C2-",2,"negative"
"prot__TraesNOR3B03G01682060","TraesNOR3B03G01682060","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01684610","TraesNOR3B03G01684610","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01685600","TraesNOR3B03G01685600","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01686120","TraesNOR3B03G01686120","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01686130","TraesNOR3B03G01686130","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01686480","TraesNOR3B03G01686480","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01689950","TraesNOR3B03G01689950","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01692010","TraesNOR3B03G01692010","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01696470","TraesNOR3B03G01696470","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01700670","TraesNOR3B03G01700670","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01704270","TraesNOR3B03G01704270","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01706150","TraesNOR3B03G01706150","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01709450","TraesNOR3B03G01709450","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01709600","TraesNOR3B03G01709600","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01710540","TraesNOR3B03G01710540","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01711030","TraesNOR3B03G01711030","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01714270","TraesNOR3B03G01714270","protein","C2-",2,"negative"
"prot__TraesNOR3B03G01716480","TraesNOR3B03G01716480","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01716890","TraesNOR3B03G01716890","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01718940","TraesNOR3B03G01718940","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01719380","TraesNOR3B03G01719380","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01719470","TraesNOR3B03G01719470","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01719530","TraesNOR3B03G01719530","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01719790","TraesNOR3B03G01719790","protein","C2-",2,"negative"
"prot__TraesNOR3B03G01720970","TraesNOR3B03G01720970","protein","C2-",2,"negative"
"prot__TraesNOR3B03G01721780","TraesNOR3B03G01721780","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01723170","TraesNOR3B03G01723170","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01724640","TraesNOR3B03G01724640","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01725970","TraesNOR3B03G01725970","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01727480","TraesNOR3B03G01727480","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01737930","TraesNOR3B03G01737930","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01738570","TraesNOR3B03G01738570","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01742530","TraesNOR3B03G01742530","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01742690","TraesNOR3B03G01742690","protein","C2-",2,"negative"
"prot__TraesNOR3B03G01745530","TraesNOR3B03G01745530","protein","C1+",1,"positive"
"prot__TraesNOR3B03G01745690","TraesNOR3B03G01745690","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01745910","TraesNOR3B03G01745910","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01746400","TraesNOR3B03G01746400","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01746440","TraesNOR3B03G01746440","protein","C2-",2,"negative"
"prot__TraesNOR3B03G01746820","TraesNOR3B03G01746820","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01748450","TraesNOR3B03G01748450","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01754790","TraesNOR3B03G01754790","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01754800","TraesNOR3B03G01754800","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01755290","TraesNOR3B03G01755290","protein","C2-",2,"negative"
"prot__TraesNOR3B03G01755880","TraesNOR3B03G01755880","protein","C1-",1,"negative"
"prot__TraesNOR3B03G01757120","TraesNOR3B03G01757120","protein","C2+",2,"positive"
"prot__TraesNOR3B03G01757580","TraesNOR3B03G01757580","protein","C2+",2,"positive"
